,fecha_scrapeo,Name_company,Num_flight,Name_Destiny,Time_flight,flight_state,flight_capacity,Aircraft,Gate,Type_f,week_day,day_time,festivo,Visper_fest,Airline_Type,OCC
2042,2025-12-03,Air Arabia Maroc,3O642,tanger,10:05:00,En hora,174,Airbus A320,Y,INT,Miércoles,Mañana,0,0,Low_Cost,0.95
2043,2025-12-03,Transavia,HV5132,amsterdam,10:05:00,Retrasado,232,Airbus A321neo,U,EU,Miércoles,Mañana,0,0,Low_Cost,0.95
2045,2025-12-03,Grupo wizz,W61476,warsaw,10:15:00,En hora,239,Airbus A321neo,U,EU,Miércoles,Mañana,0,0,Low_Cost,0.97
2047,2025-12-03,Grupo easy,U22002,manchester,10:30:00,En hora,180,Airbus A320,M,INT,Miércoles,Mañana,0,0,Low_Cost,0.97
2048,2025-12-03,Air Baltic,BT878,tallinn,10:35:00,Retrasado,148,Airbus A220-300,U,EU,Miércoles,Mañana,0,0,Low_Cost,0.97
2049,2025-12-03,Norwegian Air Sweden AOC,D85544,rovaniemi,10:40:00,En hora,189,Boeing 737-800,S,EU,Miércoles,Mañana,0,0,Low_Cost,0.95
2051,2025-12-03,SkyUp MT,U5406,chisinau,10:50:00,Retrasado,149,Boeing 737-700,Y,INT,Miércoles,Mañana,0,0,Low_Cost,0.95
2052,2025-12-03,Grupo easy,U22704,bristol,10:55:00,Retrasado,180,Airbus A320,M,INT,Miércoles,Mañana,0,0,Low_Cost,0.93
2054,2025-12-03,Aer Lingus,EI563,dublin,11:30:00,Retrasado,174,Airbus A320,W,INT,Miércoles,Mañana,0,0,Low_Cost,0.96
2057,2025-12-03,Pegasus Airlines,PC1092,istanbul,12:45:00,En hora,220,Airbus A321,Y,INT,Miércoles,Tarde,0,0,Low_Cost,0.95
2059,2025-12-03,HiSky,H4264,bucharest,13:20:00,En hora,186,Airbus A320,R,EU,Miércoles,Tarde,0,0,Low_Cost,0.95
2060,2025-12-03,Eurowings,EW521,cologne-bonn,13:25:00,Retrasado,180,Airbus A320,S,EU,Miércoles,Tarde,0,0,Low_Cost,0.97
2061,2025-12-03,Turkish Airlines,TK608,ankara,14:00:00,En hora,165,Boeing 737-800,Y,INT,Miércoles,Tarde,0,0,Legacy,0.86
2062,2025-12-03,Volotea,V72327,strasbourg,14:40:00,Retrasado,180,Airbus A320,R,EU,Miércoles,Tarde,0,0,Low_Cost,0.95
2063,2025-12-03,Bluebird Airways,BZ251,tel aviv,14:45:00,En hora,189,Boeing 737-800,Y,INT,Miércoles,Tarde,0,0,Low_Cost,0.95
2064,2025-12-03,Norwegian Air Sweden AOC,D83659,copenhagen,14:45:00,En hora,189,Boeing 737-800,U,EU,Miércoles,Tarde,0,0,Low_Cost,0.97
2065,2025-12-03,Eurowings,EW2521,stuttgart,15:10:00,En hora,150,Airbus A319,S,EU,Miércoles,Tarde,0,0,Low_Cost,0.95
2068,2025-12-03,Grupo easy,EC7682,lisbon,15:25:00,En hora,180,Airbus A320,R,EU,Miércoles,Tarde,0,0,Low_Cost,0.97
2069,2025-12-03,Grupo wizz,W61412,warsaw,15:40:00,En hora,239,Airbus A321neo,U,EU,Miércoles,Tarde,0,0,Low_Cost,0.97
2070,2025-12-03,Pegasus Airlines,PC1094,istanbul,15:45:00,Retrasado,239,Airbus A321neo,Y,INT,Miércoles,Tarde,0,0,Low_Cost,0.95
2071,2025-12-03,Volotea,V71415,verona,15:45:00,En hora,180,Airbus A320,R,EU,Miércoles,Tarde,0,0,Low_Cost,0.95
2073,2025-12-03,Transavia,TO4755,paris,16:45:00,En hora,186,Airbus A320neo,U,EU,Miércoles,Tarde,0,0,Low_Cost,0.97
2076,2025-12-03,Grupo wizz,W67920,kopitnari,17:15:00,En hora,230,Airbus A321,Y,INT,Miércoles,Tarde,0,0,Low_Cost,0.95
2078,2025-12-03,Iberojet,E9803,palmerola,17:40:00,Retrasado,432,Airbus A350-900,W,INT,Miércoles,Tarde,0,0,Low_Cost,0.95
2079,2025-12-03,Grupo easy,EC8060,london,17:45:00,En hora,156,Airbus A319,M,INT,Miércoles,Tarde,0,0,Low_Cost,0.97
2081,2025-12-03,Grupo wizz,W43686,iasi,18:30:00,En hora,180,Airbus A320,S,EU,Miércoles,Tarde,0,0,Low_Cost,0.95
2082,2025-12-03,Grupo easy,EC7103,"basel, switzerland/mulhouse",18:35:00,En hora,156,Airbus A319,R,EU,Miércoles,Tarde,0,0,Low_Cost,0.95
2085,2025-12-03,Grupo easy,EC7155,milan,19:00:00,En hora,156,Airbus A319,R,EU,Miércoles,Tarde,0,0,Low_Cost,0.97
2087,2025-12-03,Grupo wizz,W61478,warsaw,19:00:00,En hora,239,Airbus A321neo,U,EU,Miércoles,Tarde,0,0,Low_Cost,0.97
2091,2025-12-03,Eurowings,EW9443,dusseldorf,19:35:00,Retrasado,180,Airbus A320,S,EU,Miércoles,Tarde,0,0,Low_Cost,0.95
2093,2025-12-03,Transavia,HV6064,rotterdam,19:40:00,En hora,189,Boeing 737-800,U,EU,Miércoles,Tarde,0,0,Low_Cost,0.95
2094,2025-12-03,Grupo easy,U28058,london,19:45:00,Retrasado,180,Airbus A320,M,INT,Miércoles,Tarde,0,0,Low_Cost,0.97
2098,2025-12-03,Grupo easy,EC1956,milan,20:15:00,En hora,180,Airbus A320,R,EU,Miércoles,Noche,0,0,Low_Cost,0.97
2099,2025-12-03,Air Arabia Maroc,3O378,tanger,20:20:00,En hora,174,Airbus A320,Y,INT,Miércoles,Noche,0,0,Low_Cost,0.95
2100,2025-12-03,T'Way Air,TW408,seoul/incheon,20:30:00,En hora,294,BOEING 777-300ER,W,INT,Miércoles,Noche,0,0,Low_Cost,0.95
2101,2025-12-03,Air Europa,FB585,belgrade,20:35:00,Retrasado,108,Embraer ERJ-190,Y,INT,Miércoles,Noche,0,0,Low_Cost,0.95
2102,2025-12-03,Grupo wizz,W62378,budapest,20:45:00,Retrasado,239,Airbus A321neo,U,EU,Miércoles,Noche,0,0,Low_Cost,0.97
2103,2025-12-03,Transavia,TO4759,paris,20:50:00,En hora,186,Airbus A320neo,U,EU,Miércoles,Noche,0,0,Low_Cost,0.97
2104,2025-12-03,Grupo easy,U22326,london,20:55:00,En hora,186,Airbus A320neo,M,INT,Miércoles,Noche,0,0,Low_Cost,0.97
2105,2025-12-03,Grupo easy,EC1380,geneva,21:15:00,Retrasado,180,Airbus A320,R,EU,Miércoles,Noche,0,0,Low_Cost,0.95
2106,2025-12-03,Grupo wizz,W43406,cluj-napoca,21:25:00,En hora,186,Airbus A320neo,S,EU,Miércoles,Noche,0,0,Low_Cost,0.95
2107,2025-12-03,Grupo wizz,W46020,rome,21:35:00,Retrasado,239,Airbus A321neo,S,EU,Miércoles,Noche,0,0,Low_Cost,0.96
2110,2025-12-04,Grupo easy,EC7105,geneva,06:10:00,En hora,156,Airbus A319,R,EU,Jueves,Mañana,0,0,Low_Cost,0.95
2112,2025-12-04,Grupo easy,EC7191,glasgow,06:40:00,Retrasado,156,Airbus A319,M,INT,Jueves,Mañana,0,0,Low_Cost,0.95
2117,2025-12-04,Grupo easy,EC7101,"basel, switzerland/mulhouse",07:30:00,En hora,156,Airbus A319,R,EU,Jueves,Mañana,0,0,Low_Cost,0.95
2118,2025-12-04,Grupo easy,EC7151,milan,07:30:00,En hora,156,Airbus A319,R,EU,Jueves,Mañana,0,0,Low_Cost,0.97
2120,2025-12-04,Norwegian Air Sweden AOC,D85510,copenhagen,07:55:00,En hora,189,Boeing 737-800,S,EU,Jueves,Mañana,0,0,Low_Cost,0.97
2124,2025-12-04,Grupo wizz,W43938,chisinau,09:00:00,En hora,180,Airbus A320,W,INT,Jueves,Mañana,0,0,Low_Cost,0.95
2126,2025-12-04,Grupo wizz,W62048,krakow,09:05:00,Retrasado,239,Airbus A321neo,U,EU,Jueves,Mañana,0,0,Low_Cost,0.97
2128,2025-12-04,Grupo wizz,W61914,vilnius,09:20:00,Retrasado,239,Airbus A321neo,U,EU,Jueves,Mañana,0,0,Low_Cost,0.97
2129,2025-12-04,Grupo wizz,W43176,bucharest,09:25:00,En hora,239,Airbus A321neo,U,EU,Jueves,Mañana,0,0,Low_Cost,0.95
2130,2025-12-04,Grupo wizz,W62376,budapest,09:25:00,Retrasado,239,Airbus A321neo,U,EU,Jueves,Mañana,0,0,Low_Cost,0.97
2132,2025-12-04,Grupo wizz,W42938,vienna,09:35:00,En hora,239,Airbus A321neo,S,EU,Jueves,Mañana,0,0,Low_Cost,0.97
2133,2025-12-04,Transavia,TO4751,paris,09:40:00,Retrasado,186,Airbus A320neo,U,EU,Jueves,Mañana,0,0,Low_Cost,0.97
2134,2025-12-04,Air Serbia,JU581,belgrade,09:55:00,En hora,144,Airbus A319,Y,INT,Jueves,Mañana,0,0,Legacy,0.86
2135,2025-12-04,Grupo easy,EC7656,lisbon,10:00:00,En hora,180,Airbus A320,R,EU,Jueves,Mañana,0,0,Low_Cost,0.97
2137,2025-12-04,Transavia,HV5132,amsterdam,10:05:00,En hora,232,Airbus A321neo,R,EU,Jueves,Mañana,0,0,Low_Cost,0.95
2138,2025-12-04,Grupo wizz,W61476,warsaw,10:15:00,En hora,239,Airbus A321neo,U,EU,Jueves,Mañana,0,0,Low_Cost,0.97
2142,2025-12-04,Grupo easy,U22326,london,10:35:00,En hora,186,Airbus A320neo,M,INT,Jueves,Mañana,0,0,Low_Cost,0.97
2143,2025-12-04,Grupo easy,U28056,london,10:35:00,En hora,186,Airbus A320neo,M,INT,Jueves,Mañana,0,0,Low_Cost,0.97
2144,2025-12-04,Grupo easy,U25716,southend,10:40:00,En hora,186,Airbus A320neo,M,INT,Jueves,Mañana,0,0,Low_Cost,0.95
2145,2025-12-04,Azerbaijan Airlines,J246,baku,10:45:00,Retrasado,122,Airbus A319,W,INT,Jueves,Mañana,0,0,Low_Cost,0.95
2148,2025-12-04,Grupo easy,U22704,bristol,11:05:00,En hora,186,Airbus A320neo,M,INT,Jueves,Mañana,0,0,Low_Cost,0.94
2151,2025-12-04,Aer Lingus,EI563,dublin,11:30:00,En hora,174,Airbus A320,W,INT,Jueves,Mañana,0,0,Low_Cost,0.96
2152,2025-12-04,Grupo easy,EC7131,nice/cote d'azur,12:00:00,En hora,180,Airbus A320,R,EU,Jueves,Tarde,0,0,Low_Cost,0.95
2153,2025-12-04,Grupo easy,EC8064,london,12:10:00,En hora,156,Airbus A319,M,INT,Jueves,Tarde,0,0,Low_Cost,0.97
2156,2025-12-04,Pegasus Airlines,PC1092,istanbul,12:45:00,Retrasado,220,Airbus A321,Y,INT,Jueves,Tarde,0,0,Low_Cost,0.95
2157,2025-12-04,Grupo wizz,W67022,bratislava,12:55:00,Retrasado,239,Airbus A321neo,U,EU,Jueves,Tarde,0,0,Low_Cost,0.95
2159,2025-12-04,Volotea,V71445,olbia,13:05:00,En hora,180,Airbus A320,R,EU,Jueves,Tarde,0,0,Low_Cost,0.95
2160,2025-12-04,Norwegian Air Shuttle,DY1741,oslo,13:25:00,En hora,189,Boeing 737-800,U,EU,Jueves,Tarde,0,0,Low_Cost,0.95
2162,2025-12-04,Luxair,LG3592,luxembourg,13:35:00,Retrasado,76,de Havilland Dash 8-400,U,EU,Jueves,Tarde,0,0,Legacy,0.86
2166,2025-12-04,Jet2,LS804,manchester,13:50:00,En hora,189,Boeing 737-800,Y,INT,Jueves,Tarde,0,0,Low_Cost,0.97
2168,2025-12-04,Air Baltic,BT684,riga,14:05:00,En hora,148,Airbus A220-300,U,EU,Jueves,Tarde,0,0,Low_Cost,0.97
2169,2025-12-04,Grupo easy,EC7153,milan,14:10:00,En hora,156,Airbus A319,R,EU,Jueves,Tarde,0,0,Low_Cost,0.97
2170,2025-12-04,SunExpress,XQ895,izmir,14:15:00,En hora,189,Boeing 737-800,W,INT,Jueves,Tarde,0,0,Low_Cost,0.95
2171,2025-12-04,Kuwait Airways,KU136,kuwait city,14:25:00,En hora,235,Airbus A330-800,W,INT,Jueves,Tarde,0,0,Legacy,0.86
2173,2025-12-04,Grupo easy,EC4212,napoli,14:35:00,En hora,180,Airbus A320,R,EU,Jueves,Tarde,0,0,Low_Cost,0.97
2174,2025-12-04,Norwegian Air Sweden AOC,D85502,stockholm,14:40:00,En hora,189,Boeing 737-800,U,EU,Jueves,Tarde,0,0,Low_Cost,0.97
2175,2025-12-04,Bluebird Airways,BZ251,tel aviv,14:45:00,En hora,189,Boeing 737-800,W,INT,Jueves,Tarde,0,0,Low_Cost,0.95
2176,2025-12-04,SmartWings,QS1059,prague,14:55:00,Retrasado,149,Airbus A220-300,U,EU,Jueves,Tarde,0,0,Low_Cost,0.97
2179,2025-12-04,Volotea,V73573,asturias,16:05:00,En hora,156,Airbus A319,R,NAC,Jueves,Tarde,0,0,Low_Cost,0.95
2180,2025-12-04,Volotea,V73700,vitoria,16:15:00,En hora,180,Airbus A320,R,NAC,Jueves,Tarde,0,0,Low_Cost,0.95
2184,2025-12-04,Grupo easy,EC1378,geneva,16:50:00,Retrasado,180,Airbus A320,R,EU,Jueves,Tarde,0,0,Low_Cost,0.95
2185,2025-12-04,Grupo easy,EC7173,berlin,17:25:00,En hora,156,Airbus A319,R,EU,Jueves,Tarde,0,0,Low_Cost,0.97
2187,2025-12-04,Volotea,V72327,strasbourg,17:30:00,En hora,180,Airbus A320,R,EU,Jueves,Tarde,0,0,Low_Cost,0.95
2190,2025-12-04,Grupo easy,EC7139,rennes/saint-jacques,18:15:00,En hora,156,Airbus A319,R,EU,Jueves,Tarde,0,0,Low_Cost,0.95
2193,2025-12-04,Grupo easy,EC7103,"basel, switzerland/mulhouse",18:40:00,Retrasado,156,Airbus A319,R,EU,Jueves,Tarde,0,0,Low_Cost,0.95
2194,2025-12-04,Grupo wizz,W43180,bucharest,18:45:00,En hora,230,Airbus A321,S,EU,Jueves,Tarde,0,0,Low_Cost,0.95
2195,2025-12-04,Grupo wizz,W61176,katowice,18:55:00,Retrasado,239,Airbus A321neo,U,EU,Jueves,Tarde,0,0,Low_Cost,0.95
2197,2025-12-04,Grupo easy,EC7155,milan,19:15:00,En hora,156,Airbus A319,R,EU,Jueves,Tarde,0,0,Low_Cost,0.97
2200,2025-12-04,Grupo wizz,W64406,sofia,19:35:00,En hora,239,Airbus A321neo,U,EU,Jueves,Tarde,0,0,Low_Cost,0.97
2201,2025-12-04,Air Arabia Maroc,3O378,tanger,19:40:00,Retrasado,174,Airbus A320,Y,INT,Jueves,Tarde,0,0,Low_Cost,0.95
2202,2025-12-04,Eurowings,EW2521,stuttgart,19:40:00,Retrasado,232,Airbus A321neo,S,EU,Jueves,Tarde,0,0,Low_Cost,0.95
2203,2025-12-04,Grupo wizz,W61478,warsaw,19:40:00,En hora,239,Airbus A321neo,U,EU,Jueves,Tarde,0,0,Low_Cost,0.97
2205,2025-12-04,Grupo easy,U28058,london,19:45:00,En hora,186,Airbus A320neo,M,INT,Jueves,Tarde,0,0,Low_Cost,0.97
2207,2025-12-04,Volotea,V72167,lille/lesquin,19:55:00,En hora,180,Airbus A320,S,EU,Jueves,Tarde,0,0,Low_Cost,0.95
2208,2025-12-04,Transavia,HV6788,eindhoven,20:00:00,Retrasado,189,Boeing 737-800,U,EU,Jueves,Noche,0,0,Low_Cost,0.95
2209,2025-12-04,Grupo easy,EC1956,milan,20:15:00,En hora,180,Airbus A320,R,EU,Jueves,Noche,0,0,Low_Cost,0.97
2210,2025-12-04,Air Arabia Maroc,3O376,al aaroui,20:25:00,Retrasado,174,Airbus A320,Y,INT,Jueves,Noche,0,0,Low_Cost,0.93
2213,2025-12-04,Transavia,HV5136,amsterdam,20:45:00,En hora,232,Airbus A321neo,U,EU,Jueves,Noche,0,0,Low_Cost,0.95
2214,2025-12-04,Grupo wizz,W62378,budapest,20:45:00,En hora,239,Airbus A321neo,U,EU,Jueves,Noche,0,0,Low_Cost,0.97
2215,2025-12-04,Transavia,TO4759,paris,20:50:00,En hora,186,Airbus A320neo,U,EU,Jueves,Noche,0,0,Low_Cost,0.97
2216,2025-12-04,Grupo easy,U22324,london,20:55:00,En hora,186,Airbus A320neo,M,INT,Jueves,Noche,0,0,Low_Cost,0.97
2217,2025-12-04,Grupo wizz,W64738,skopje,20:55:00,En hora,239,Airbus A321neo,W,INT,Jueves,Noche,0,0,Low_Cost,0.95
2219,2025-12-04,Aer Lingus,EI565,dublin,21:05:00,Retrasado,174,Airbus A320,W,INT,Jueves,Noche,0,0,Low_Cost,0.96
2220,2025-12-04,Grupo easy,EC1380,geneva,21:15:00,Retrasado,180,Airbus A320,R,EU,Jueves,Noche,0,0,Low_Cost,0.95
2222,2025-12-04,Grupo wizz,W43178,bucharest,21:20:00,Retrasado,230,Airbus A321,S,EU,Jueves,Noche,0,0,Low_Cost,0.95
2223,2025-12-04,Grupo wizz,W46728,venice,21:20:00,En hora,230,Airbus A321,S,EU,Jueves,Noche,0,0,Low_Cost,0.97
2224,2025-12-04,Grupo wizz,W43406,cluj-napoca,21:25:00,En hora,180,Airbus A320,S,EU,Jueves,Noche,0,0,Low_Cost,0.95
2227,2025-12-04,Grupo wizz,W46020,rome,21:35:00,Retrasado,239,Airbus A321neo,S,EU,Jueves,Noche,0,0,Low_Cost,0.96
2228,2025-12-04,Grupo wizz,W64116,belgrade,22:10:00,En hora,239,Airbus A321neo,Y,INT,Jueves,Noche,0,0,Low_Cost,0.95
2229,2025-12-04,Grupo wizz,W45154,tirana,22:45:00,En hora,239,Airbus A321neo,W,INT,Jueves,Noche,0,0,Low_Cost,0.95
2230,2025-12-05,Grupo easy,EC7105,geneva,06:10:00,En hora,156,Airbus A319,R,EU,Viernes,Mañana,0,1,Low_Cost,0.95
2237,2025-12-05,Grupo easy,EC7101,"basel, switzerland/mulhouse",07:20:00,En hora,156,Airbus A319,R,EU,Viernes,Mañana,0,1,Low_Cost,0.95
2238,2025-12-05,Grupo easy,EC7199,edinburgh,07:20:00,En hora,156,Airbus A319,M,INT,Viernes,Mañana,0,1,Low_Cost,0.97
2240,2025-12-05,Norwegian Air Sweden AOC,D85502,stockholm,08:00:00,Retrasado,189,Boeing 737-800,S,EU,Viernes,Mañana,0,1,Low_Cost,0.97
2244,2025-12-05,Grupo easy,EC1376,geneva,08:40:00,En hora,156,Airbus A319,R,EU,Viernes,Mañana,0,1,Low_Cost,0.95
2246,2025-12-05,Transavia,TO4751,paris,08:45:00,En hora,186,Airbus A320neo,U,EU,Viernes,Mañana,0,1,Low_Cost,0.97
2248,2025-12-05,Grupo wizz,W62048,krakow,09:05:00,En hora,239,Airbus A321neo,S,EU,Viernes,Mañana,0,1,Low_Cost,0.97
2249,2025-12-05,Grupo easy,EC3737,milan,09:10:00,En hora,180,Airbus A320,R,EU,Viernes,Mañana,0,1,Low_Cost,0.97
2251,2025-12-05,Air Arabia Maroc,3O374,casablanca,09:25:00,En hora,174,Airbus A320,Y,INT,Viernes,Mañana,0,1,Low_Cost,0.95
2253,2025-12-05,Grupo wizz,W43176,bucharest,09:25:00,En hora,230,Airbus A321,S,EU,Viernes,Mañana,0,1,Low_Cost,0.95
2254,2025-12-05,Grupo wizz,W45088,tirana,09:25:00,En hora,230,Airbus A321,W,INT,Viernes,Mañana,0,1,Low_Cost,0.95
2255,2025-12-05,Grupo wizz,W62376,budapest,09:25:00,En hora,239,Airbus A321neo,U,EU,Viernes,Mañana,0,1,Low_Cost,0.97
2258,2025-12-05,Transavia,HV6788,eindhoven,09:45:00,En hora,189,Boeing 737-800,U,EU,Viernes,Mañana,0,1,Low_Cost,0.95
2259,2025-12-05,Grupo easy,U26654,birmingham,09:45:00,Retrasado,186,Airbus A320neo,M,INT,Viernes,Mañana,0,1,Low_Cost,0.97
2260,2025-12-05,Air Arabia Maroc,3O378,tanger,09:50:00,En hora,174,Airbus A320,Y,INT,Viernes,Mañana,0,1,Low_Cost,0.95
2261,2025-12-05,Grupo easy,EC7656,lisbon,09:55:00,Retrasado,230,Airbus A321,R,EU,Viernes,Mañana,0,1,Low_Cost,0.97
2262,2025-12-05,Air Serbia,JU581,belgrade,09:55:00,Retrasado,174,Airbus A320,Y,INT,Viernes,Mañana,0,1,Legacy,0.86
2264,2025-12-05,Grupo wizz,W46018,rome,10:00:00,En hora,239,Airbus A321neo,S,EU,Viernes,Mañana,0,1,Low_Cost,0.96
2266,2025-12-05,Transavia,HV5132,amsterdam,10:05:00,Retrasado,232,Airbus A321neo,S,EU,Viernes,Mañana,0,1,Low_Cost,0.95
2267,2025-12-05,Eurowings,EW7521,hamburg,10:10:00,En hora,180,Airbus A320,S,EU,Viernes,Mañana,0,1,Low_Cost,0.95
2268,2025-12-05,Grupo wizz,W61476,warsaw,10:15:00,Retrasado,239,Airbus A321neo,U,EU,Viernes,Mañana,0,1,Low_Cost,0.97
2270,2025-12-05,Grupo easy,U22002,manchester,10:25:00,Retrasado,186,Airbus A320neo,M,INT,Viernes,Mañana,0,1,Low_Cost,0.97
2271,2025-12-05,Grupo easy,U22324,london,10:25:00,Retrasado,186,Airbus A320neo,M,INT,Viernes,Mañana,0,1,Low_Cost,0.97
2272,2025-12-05,Grupo easy,EC7131,nice/cote d'azur,10:30:00,En hora,156,Airbus A319,R,EU,Viernes,Mañana,0,1,Low_Cost,0.95
2274,2025-12-05,Grupo easy,EC4212,napoli,10:35:00,En hora,180,Airbus A320,R,EU,Viernes,Mañana,0,1,Low_Cost,0.97
2275,2025-12-05,Transavia,HV6064,rotterdam,10:40:00,En hora,189,Boeing 737-800,U,EU,Viernes,Mañana,0,1,Low_Cost,0.95
2276,2025-12-05,Grupo easy,U22704,bristol,10:50:00,En hora,180,Airbus A320,M,INT,Viernes,Mañana,0,1,Low_Cost,0.93
2281,2025-12-05,FLYONE Armenia,3F232,yerevan,11:30:00,Retrasado,180,Airbus A320,W,INT,Viernes,Mañana,0,1,Low_Cost,0.95
2282,2025-12-05,Aer Lingus,EI563,dublin,11:35:00,En hora,174,Airbus A320,W,INT,Viernes,Mañana,0,1,Low_Cost,0.96
2285,2025-12-05,Grupo easy,EC7141,strasbourg,11:45:00,En hora,156,Airbus A319,R,EU,Viernes,Mañana,0,1,Low_Cost,0.95
2287,2025-12-05,Grupo easy,U28056,london,11:45:00,En hora,186,Airbus A320neo,M,INT,Viernes,Mañana,0,1,Low_Cost,0.97
2288,2025-12-05,Icelandair,FI597,keflavik,11:50:00,Retrasado,160,Boeing 737 MAX 8,U,EU,Viernes,Mañana,0,1,Legacy,0.86
2290,2025-12-05,Grupo easy,EC8064,london,12:15:00,En hora,156,Airbus A319,M,INT,Viernes,Tarde,0,1,Low_Cost,0.97
2292,2025-12-05,Norwegian Air Sweden AOC,D83657,copenhagen,12:30:00,Retrasado,189,Boeing 737 MAX 8,S,EU,Viernes,Tarde,0,1,Low_Cost,0.97
2295,2025-12-05,Pegasus Airlines,PC1092,istanbul,12:45:00,En hora,239,Airbus A321neo,W,INT,Viernes,Tarde,0,1,Low_Cost,0.95
2297,2025-12-05,Grupo wizz,W67022,bratislava,12:55:00,En hora,239,Airbus A321neo,U,EU,Viernes,Tarde,0,1,Low_Cost,0.95
2298,2025-12-05,Grupo wizz,W46330,milan,13:10:00,Retrasado,239,Airbus A321neo,U,EU,Viernes,Tarde,0,1,Low_Cost,0.97
2299,2025-12-05,HiSky,H4264,bucharest,13:20:00,En hora,186,Airbus A320,R,EU,Viernes,Tarde,0,1,Low_Cost,0.95
2300,2025-12-05,Norwegian Air Shuttle,DY1741,oslo,13:25:00,En hora,189,Boeing 737-800,S,EU,Viernes,Tarde,0,1,Low_Cost,0.95
2301,2025-12-05,FlyOne,5F5512,chisinau,13:30:00,Retrasado,194,Airbus A321,W,INT,Viernes,Tarde,0,1,Low_Cost,0.95
2302,2025-12-05,Pegasus Airlines,PC1528,izmir,13:30:00,En hora,180,Airbus A320,Y,INT,Viernes,Tarde,0,1,Low_Cost,0.95
2305,2025-12-05,Jet2,LS804,manchester,13:50:00,En hora,189,Boeing 737-800,Y,INT,Viernes,Tarde,0,1,Low_Cost,0.97
2307,2025-12-05,Air Baltic,BT684,riga,14:05:00,Retrasado,148,Airbus A220-300,U,EU,Viernes,Tarde,0,1,Low_Cost,0.97
2308,2025-12-05,Azores Airlines,S4507,ponta delgada,14:05:00,En hora,186,Airbus A320neo,U,EU,Viernes,Tarde,0,1,Low_Cost,0.95
2309,2025-12-05,Turkish Airlines,TK608,ankara,14:15:00,En hora,151,Boeing 737 MAX 8,Y,INT,Viernes,Tarde,0,1,Legacy,0.86
2310,2025-12-05,Grupo easy,EC7153,milan,14:20:00,Retrasado,156,Airbus A319,R,EU,Viernes,Tarde,0,1,Low_Cost,0.97
2313,2025-12-05,Grupo easy,EC7107,geneva,14:40:00,En hora,156,Airbus A319,R,EU,Viernes,Tarde,0,1,Low_Cost,0.95
2315,2025-12-05,Volotea,V71443,ancona,14:45:00,En hora,180,Airbus A320,S,EU,Viernes,Tarde,0,1,Low_Cost,0.95
2316,2025-12-05,Grupo wizz,W64406,sofia,14:50:00,En hora,239,Airbus A321neo,S,EU,Viernes,Tarde,0,1,Low_Cost,0.97
2319,2025-12-05,SmartWings,QS1059,prague,14:55:00,En hora,189,Boeing 737-800,S,EU,Viernes,Tarde,0,1,Low_Cost,0.97
2322,2025-12-05,Volotea,V73735,murcia,15:15:00,En hora,156,Airbus A319,U,NAC,Viernes,Tarde,0,1,Low_Cost,0.95
2324,2025-12-05,Grupo easy,EC7694,lisbon,15:30:00,Retrasado,180,Airbus A320,R,EU,Viernes,Tarde,0,1,Low_Cost,0.97
2325,2025-12-05,Grupo wizz,W61412,warsaw,15:40:00,En hora,239,Airbus A321neo,U,EU,Viernes,Tarde,0,1,Low_Cost,0.97
2326,2025-12-05,Pegasus Airlines,PC1094,istanbul,15:45:00,En hora,239,Airbus A321neo,Y,INT,Viernes,Tarde,0,1,Low_Cost,0.95
2328,2025-12-05,Norwegian Air Sweden AOC,D85510,copenhagen,16:15:00,En hora,189,Boeing 737-800,U,EU,Viernes,Tarde,0,1,Low_Cost,0.97
2331,2025-12-05,Grupo wizz,W43564,timisoara,16:25:00,En hora,180,Airbus A320,U,EU,Viernes,Tarde,0,1,Low_Cost,0.95
2333,2025-12-05,Grupo easy,EC7173,berlin,16:50:00,Retrasado,156,Airbus A319,R,EU,Viernes,Tarde,0,1,Low_Cost,0.97
2334,2025-12-05,Volotea,V73700,vitoria,16:50:00,En hora,180,Airbus A320,U,NAC,Viernes,Tarde,0,1,Low_Cost,0.95
2337,2025-12-05,Grupo wizz,W67920,kopitnari,17:15:00,En hora,239,Airbus A321neo,Y,INT,Viernes,Tarde,0,1,Low_Cost,0.95
2339,2025-12-05,Volotea,V73573,asturias,17:40:00,En hora,156,Airbus A319,U,NAC,Viernes,Tarde,0,1,Low_Cost,0.95
2340,2025-12-05,Transavia,HV5134,amsterdam,17:45:00,En hora,189,Boeing 737-800,U,EU,Viernes,Tarde,0,1,Low_Cost,0.95
2343,2025-12-05,Grupo easy,EC7205,southampton,18:10:00,En hora,156,Airbus A319,M,INT,Viernes,Tarde,0,1,Low_Cost,0.95
2344,2025-12-05,Air Arabia Maroc,3O398,rabat,18:30:00,Retrasado,174,Airbus A320,Y,INT,Viernes,Tarde,0,1,Low_Cost,0.9
2345,2025-12-05,Grupo wizz,W43686,iasi,18:30:00,En hora,180,Airbus A320,U,EU,Viernes,Tarde,0,1,Low_Cost,0.95
2347,2025-12-05,Grupo easy,EC7103,"basel, switzerland/mulhouse",18:45:00,Retrasado,156,Airbus A319,R,EU,Viernes,Tarde,0,1,Low_Cost,0.95
2349,2025-12-05,Grupo wizz,W61478,warsaw,19:00:00,En hora,239,Airbus A321neo,U,EU,Viernes,Tarde,0,1,Low_Cost,0.97
